PURCHASE_ORDER_LINE_ID,PURCHASE_ORDER_ID,ORDER_DATE,ORDER_STATUS,BUYER_NAME,SUPPLIER_ID,SUPPLIER_NAME,SUPPLIER_CITY,SUPPLIER_STATE,PRODUCT_ID,PRODUCT_NAME,PROCUREMENT_TYPE,ORDERED_QUANTITY,RECEIVED_QUANTITY,UNIT_PRICE,STANDARD_UNIT_PRICE,PROMISED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,INSPECTION_DATE,INSPECTED_QUANTITY,REJECTED_QUANTITY,DEFECT_CATEGORY,ORDER_LINE_VALUE,PRICE_VARIANCE_AMOUNT,DAYS_LATE,IS_ON_TIME,DEFECT_RATE_PCT,OPEN_ORDER_EXPOSURE
PO-11601-L03,PO-11601,2023-07-20,CANCELLED,Alex Morgan,Cubilia Electronics,Cubilia Electronics,Cumberland,ON,40-0068,P-Chan MOSFET SOT-223,OTS,591,0,36.57,36.10,2023-08-12,,,0,0,,21612.87,277.77,,,0.00,0.00
PO-12601-L01,PO-12601,2023-07-20,CANCELLED,Alex Morgan,Malesuada Limited,Malesuada Limited,,,50-0088,"Box with GPS Logo, 5 in x 5 in x 5 in",MTS,300,0,17.50,18.40,2023-08-06,,,0,0,,5250.00,-270.00,,,0.00,0.00
PO-12601-L02,PO-12601,2023-07-20,CANCELLED,Alex Morgan,Malesuada Limited,Malesuada Limited,,,20-0015,"GPS, PCBA, Model 3",MTS,401,0,68.78,71.50,2023-08-13,,,0,0,,27580.78,-1090.72,,,0.00,0.00
PO-12601-L03,PO-12601,2023-07-20,CANCELLED,Alex Morgan,Malesuada Limited,Malesuada Limited,,,40-0041,0.1uF Ceramic Chip Capacitor,OTS,502,0,146.53,150.60,2023-08-20,,,0,0,,73558.06,-2043.14,,,0.00,0.00
PO-10954-L01,PO-10954,2023-07-21,CLOSED,Daniel Kim,Praesent Corporation,Praesent Corporation,,,40-0009,"Power Supply, US",OTS,225,225,93.54,94.10,2023-09-03,2023-08-31,2023-09-01,225,0,,21046.50,-126.00,-3,1,0.00,0.00
PO-10954-L02,PO-10954,2023-07-21,CLOSED,Daniel Kim,Praesent Corporation,Praesent Corporation,,,40-0043,1k Resistor,OTS,326,326,174.07,173.20,2023-08-10,2023-08-12,2023-08-13,326,0,,56746.82,283.62,2,0,0.00,0.00
PO-10954-L03,PO-10954,2023-07-21,CLOSED,Daniel Kim,Praesent Corporation,Praesent Corporation,,,40-0050,Small-signal PNP Transistor,OTS,427,427,54.66,53.80,2023-08-17,2023-08-24,2023-08-25,427,0,,23339.82,367.22,7,0,0.00,0.00
PO-11954-L01,PO-11954,2023-07-21,CLOSED,Daniel Kim,Est Electronics Corp.,Est Electronics Corp.,,,40-0068,P-Chan MOSFET SOT-223,OTS,136,136,34.44,36.10,2023-08-11,2023-08-16,2023-08-17,136,0,,4683.84,-225.76,5,0,0.00,0.00
PO-11954-L02,PO-11954,2023-07-21,CLOSED,Daniel Kim,Est Electronics Corp.,Est Electronics Corp.,,,40-0075,Single Logic Level P-Channel FET,OTS,237,237,111.17,115.20,2023-08-18,2023-08-28,2023-08-29,237,0,,26347.29,-955.11,10,0,0.00,0.00
PO-11954-L03,PO-11954,2023-07-21,CLOSED,Daniel Kim,Est Electronics Corp.,Est Electronics Corp.,,,50-0080,"Gasket, Screen, 3.5in",MTS,338,338,189.64,194.30,2023-08-25,2023-08-24,2023-08-25,338,0,,64098.32,-1575.08,-1,1,0.00,0.00
PO-12954-L01,PO-12954,2023-07-21,CLOSED,Daniel Kim,Nunc Ltd,Nunc Ltd,,,40-0041,0.1uF Ceramic Chip Capacitor,OTS,998,998,157.23,150.60,2023-08-19,2023-08-16,2023-08-17,998,0,,156915.54,6616.74,-3,1,0.00,0.00
PO-12954-L02,PO-12954,2023-07-21,CLOSED,Daniel Kim,Nunc Ltd,Nunc Ltd,,,40-0048,470k Resistor,OTS,148,148,32.92,31.20,2023-08-26,2023-08-28,2023-08-29,148,0,,4872.16,254.56,2,0,0.00,0.00
PO-12954-L03,PO-12954,2023-07-21,CLOSED,Daniel Kim,Nunc Ltd,Nunc Ltd,,,40-0055,220k Resistor,OTS,249,249,117.58,110.30,2023-09-02,2023-09-09,2023-09-10,249,0,,29277.42,1812.72,7,0,0.00,0.00
PO-10307-L01,PO-10307,2023-07-22,CLOSED,Jordan Lee,Laoreet,Laoreet,,,40-0077,Molex 4-pin 0.079 RA Header,OTS,61,61,137.39,137.80,2023-08-08,2023-08-16,2023-08-17,61,2,COSMETIC,8380.79,-25.01,8,0,3.28,0.00
PO-10307-L02,PO-10307,2023-07-22,CLOSED,Jordan Lee,Laoreet,Laoreet,,,50-0088,"Box with GPS Logo, 5 in x 5 in x 5 in",MTS,162,162,18.55,18.40,2023-08-15,2023-08-12,2023-08-13,162,5,PACKAGING,3005.10,24.30,-3,1,3.09,0.00
PO-10307-L03,PO-10307,2023-07-22,CLOSED,Jordan Lee,Laoreet,Laoreet,,,20-0015,"GPS, PCBA, Model 3",MTS,263,263,72.86,71.50,2023-08-22,2023-08-24,2023-08-25,263,3,DIMENSIONAL,19162.18,357.68,2,0,1.14,0.00
PO-11307-L01,PO-11307,2023-07-22,CLOSED,Jordan Lee,Aenean Printing,Aenean Printing,,,40-0050,Small-signal PNP Transistor,OTS,923,923,51.49,53.80,2023-08-16,2023-08-16,2023-08-17,923,19,COSMETIC,47525.27,-2132.13,0,1,2.06,0.00
PO-11307-L02,PO-11307,2023-07-22,CLOSED,Jordan Lee,Aenean Printing,Aenean Printing,,,40-0057,"0.01uF Ceramic Chip Capacitor, 0603",OTS,73,73,128.65,132.90,2023-08-23,2023-08-28,2023-08-29,73,3,PACKAGING,9391.45,-310.25,5,0,4.11,0.00
PO-11307-L03,PO-11307,2023-07-22,CLOSED,Jordan Lee,Aenean Printing,Aenean Printing,,,40-0066,Signal Diode,OTS,174,174,207.55,212.00,2023-08-30,2023-09-09,2023-09-10,174,2,DIMENSIONAL,36113.70,-774.30,10,0,1.15,0.00
PO-12307-L01,PO-12307,2023-07-22,CLOSED,Jordan Lee,Justo Inc.,Justo Inc.,,,50-0080,"Gasket, Screen, 3.5in",MTS,834,834,203.43,194.30,2023-08-24,2023-09-01,2023-09-02,834,42,COSMETIC,169660.62,7614.42,8,0,5.04,0.00
PO-12307-L02,PO-12307,2023-07-22,CLOSED,Jordan Lee,Justo Inc.,Justo Inc.,,,20-0004,"GPS, Rear Assembly",MTS,935,935,51.74,48.90,2023-08-31,2023-08-28,2023-08-29,935,47,PACKAGING,48376.90,2655.40,-3,1,5.03,0.00
PO-12307-L03,PO-12307,2023-07-22,CLOSED,Jordan Lee,Justo Inc.,Justo Inc.,,,40-0038,GPS Micro controller,OTS,85,85,136.83,128.00,2023-08-07,2023-08-09,2023-08-10,85,5,DIMENSIONAL,11630.55,750.55,2,0,5.88,0.00
PO-10660-L01,PO-10660,2023-07-23,CLOSED,Sofia Martinez,Microchips Corp.,Microchips Corp.,,,20-0015,"GPS, PCBA, Model 3",MTS,759,759,68.64,71.50,2023-08-21,2023-09-01,2023-09-02,759,0,,52097.76,-2170.74,11,0,0.00,0.00
PO-10660-L02,PO-10660,2023-07-23,CLOSED,Sofia Martinez,Microchips Corp.,Microchips Corp.,,,40-0041,0.1uF Ceramic Chip Capacitor,OTS,860,860,146.23,150.60,2023-08-28,2023-08-28,2023-08-29,860,0,,125757.80,-3758.20,0,1,0.00,0.00
PO-10660-L03,PO-10660,2023-07-23,CLOSED,Sofia Martinez,Microchips Corp.,Microchips Corp.,,,40-0048,470k Resistor,OTS,961,961,30.64,31.20,2023-09-04,2023-09-09,2023-09-10,961,0,,29445.04,-538.16,5,0,0.00,0.00
PO-11660-L01,PO-11660,2023-07-23,CLOSED,Sofia Martinez,EGETEM,EGETEM,Portland,OREGON,40-0066,Signal Diode,OTS,670,670,222.60,212.00,2023-08-29,2023-09-09,2023-09-10,670,0,,149142.00,7102.00,11,0,0.00,0.00
PO-11660-L02,PO-11660,2023-07-23,CLOSED,Sofia Martinez,EGETEM,EGETEM,Portland,OREGON,40-0073,4.0 MHz Fixed oscillator,OTS,771,771,98.25,92.60,2023-09-05,2023-09-21,2023-09-22,771,0,,75750.75,4356.15,16,0,0.00,0.00
PO-11660-L03,PO-11660,2023-07-23,CLOSED,Sofia Martinez,EGETEM,EGETEM,Portland,OREGON,50-0012,"GPS, Front Bezel",MTS,872,872,161.74,171.70,2023-08-12,2023-08-17,2023-08-18,872,0,,141037.28,-8685.12,5,0,0.00,0.00
PO-12660-L01,PO-12660,2023-07-23,CLOSED,Sofia Martinez,Mauris Quis Circuits,Mauris Quis Circuits,,,40-0038,GPS Micro controller,OTS,581,581,129.28,128.00,2023-08-06,2023-08-25,2023-08-26,581,0,,75111.68,743.68,19,0,0.00,0.00
PO-12660-L02,PO-12660,2023-07-23,CLOSED,Sofia Martinez,Mauris Quis Circuits,Mauris Quis Circuits,,,40-0046,100ohm Resistor,OTS,682,682,211.45,207.10,2023-08-13,2023-08-21,2023-08-22,682,0,,144208.90,2966.70,8,0,0.00,0.00
PO-12660-L03,PO-12660,2023-07-23,CLOSED,Sofia Martinez,Mauris Quis Circuits,Mauris Quis Circuits,,,40-0053,"Tantalum Capacitor 4.7uF@4V,A pkg",OTS,783,783,90.51,87.70,2023-08-20,2023-09-02,2023-09-03,783,0,,70869.33,2200.23,13,0,0.00,0.00
PO-10013-L01,PO-10013,2023-07-24,CLOSED,Priya Shah,Fringilla Electronics,Fringilla Electronics,,,40-0075,Single Logic Level P-Channel FET,OTS,595,565,110.94,115.20,2023-08-26,2023-09-01,2023-09-02,565,0,,66009.30,-2534.70,6,0,0.00,0.00
PO-10013-L02,PO-10013,2023-07-24,CLOSED,Priya Shah,Fringilla Electronics,Fringilla Electronics,,,50-0080,"Gasket, Screen, 3.5in",MTS,696,696,189.25,194.30,2023-09-02,2023-09-13,2023-09-14,696,0,,131718.00,-3514.80,11,0,0.00,0.00
PO-10013-L03,PO-10013,2023-07-24,CLOSED,Priya Shah,Fringilla Electronics,Fringilla Electronics,,,20-0004,"GPS, Rear Assembly",MTS,797,797,48.17,48.90,2023-08-09,2023-08-09,2023-08-10,797,0,,38391.49,-581.81,0,1,0.00,0.00
PO-11013-L01,PO-11013,2023-07-24,CLOSED,Priya Shah,Sodales,Sodales,,,40-0048,470k Resistor,OTS,506,506,32.85,31.20,2023-09-03,2023-09-01,2023-09-02,506,0,,16622.10,834.90,-2,1,0.00,0.00
PO-11013-L02,PO-11013,2023-07-24,CLOSED,Priya Shah,Sodales,Sodales,,,40-0055,220k Resistor,OTS,607,576,117.36,110.30,2023-08-10,2023-08-13,2023-08-14,576,0,,71237.52,4285.42,3,0,0.00,0.00
PO-11013-L03,PO-11013,2023-07-24,CLOSED,Priya Shah,Sodales,Sodales,,,40-0063,Exclusive Or Gate single,OTS,708,708,178.98,189.40,2023-08-17,2023-08-25,2023-08-26,708,0,,126717.84,-7377.36,8,0,0.00,0.00
PO-12013-L01,PO-12013,2023-07-24,CLOSED,Priya Shah,Eu Sem Electronics,Eu Sem Electronics,,,50-0012,"GPS, Front Bezel",MTS,417,417,173.93,171.70,2023-08-11,2023-08-17,2023-08-18,417,0,,72528.81,929.91,6,0,0.00,0.00
PO-12013-L02,PO-12013,2023-07-24,CLOSED,Priya Shah,Eu Sem Electronics,Eu Sem Electronics,,,20-0002,GPS Car Navigation Unit - Model 3,MTS,518,518,26.93,26.30,2023-08-18,2023-08-29,2023-08-30,518,0,,13949.74,326.34,11,0,0.00,0.00
PO-12013-L03,PO-12013,2023-07-24,CLOSED,Priya Shah,Eu Sem Electronics,Eu Sem Electronics,,,40-0011,LCD,OTS,619,588,109.09,105.40,2023-08-25,2023-08-25,2023-08-26,588,0,,67526.71,2284.11,0,1,0.00,0.00
PO-10366-L01,PO-10366,2023-07-25,CLOSED,Alex Morgan,Lectus Labeling,Lectus Labeling,,,20-0004,"GPS, Rear Assembly",MTS,342,342,51.64,48.90,2023-08-08,2023-08-17,2023-08-18,342,0,,17660.88,937.08,9,0,0.00,0.00
PO-10366-L02,PO-10366,2023-07-25,CLOSED,Alex Morgan,Lectus Labeling,Lectus Labeling,,,40-0038,GPS Micro controller,OTS,443,443,136.58,128.00,2023-08-15,2023-08-13,2023-08-14,443,14,COSMETIC,60504.94,3800.94,-2,1,3.16,0.00
PO-10366-L03,PO-10366,2023-07-25,CLOSED,Alex Morgan,Lectus Labeling,Lectus Labeling,,,40-0046,100ohm Resistor,OTS,544,544,196.33,207.10,2023-08-22,2023-08-25,2023-08-26,544,6,PACKAGING,106803.52,-5858.88,3,0,1.10,0.00
PO-11366-L01,PO-11366,2023-07-25,CLOSED,Alex Morgan,Ante Corp.,Ante Corp.,West Valley City,UTAH,40-0063,Exclusive Or Gate single,OTS,253,253,192.43,189.40,2023-08-16,2023-08-17,2023-08-18,253,0,,48684.79,766.59,1,0,0.00,0.00
PO-11366-L02,PO-11366,2023-07-25,CLOSED,Alex Morgan,Ante Corp.,Ante Corp.,West Valley City,UTAH,40-0071,Millmax 0666 Socket for 0.020 pins,OTS,354,354,71.89,70.00,2023-08-23,2023-08-29,2023-08-30,354,11,COSMETIC,25449.06,669.06,6,0,3.11,0.00
PO-11366-L03,PO-11366,2023-07-25,CLOSED,Alex Morgan,Ante Corp.,Ante Corp.,West Valley City,UTAH,40-0078,IR 40Khz Integrated Receiver Siemen,OTS,455,455,154.77,149.10,2023-08-30,2023-09-10,2023-09-11,455,5,PACKAGING,70420.35,2579.85,11,0,1.10,0.00
PO-12366-L01,PO-12366,2023-07-25,CLOSED,Alex Morgan,Laoreet,Laoreet,,,40-0011,LCD,OTS,164,155,102.87,105.40,2023-08-24,2023-09-02,2023-09-03,155,0,,16870.68,-414.92,9,0,0.00,0.00
PO-12366-L02,PO-12366,2023-07-25,CLOSED,Alex Morgan,Laoreet,Laoreet,,,40-0044,"1.0uF Ceramic Capacitor, 1206",OTS,265,265,182.10,184.50,2023-08-31,2023-08-29,2023-08-30,265,8,COSMETIC,48256.50,-636.00,-2,1,3.02,0.00
PO-12366-L03,PO-12366,2023-07-25,CLOSED,Alex Morgan,Laoreet,Laoreet,,,40-0051,470 ohm Resistor,OTS,366,366,64.97,65.10,2023-09-07,2023-09-10,2023-09-11,366,4,PACKAGING,23779.02,-47.58,3,0,1.09,0.00
PO-10719-L01,PO-10719,2023-07-26,CLOSED,Daniel Kim,Nam LLC,Nam LLC,,,40-0046,100ohm Resistor,OTS,89,89,211.03,207.10,2023-08-21,2023-09-02,2023-09-03,89,2,PACKAGING,18781.67,349.77,12,0,2.25,0.00
PO-10719-L02,PO-10719,2023-07-26,CLOSED,Daniel Kim,Nam LLC,Nam LLC,,,40-0053,"Tantalum Capacitor 4.7uF@4V,A pkg",OTS,190,190,90.33,87.70,2023-08-28,2023-08-29,2023-08-30,190,0,,17162.70,499.70,1,0,0.00,0.00
PO-10719-L03,PO-10719,2023-07-26,CLOSED,Daniel Kim,Nam LLC,Nam LLC,,,40-0061,N-Chn Enhan-Md MOSFET,OTS,291,291,173.64,166.80,2023-09-04,2023-09-10,2023-09-11,291,0,,50529.24,1990.44,6,0,0.00,0.00
PO-11719-L01,PO-11719,2023-07-26,CLOSED,Daniel Kim,Egestas Engineering,Egestas Engineering,Grey County,ON,40-0078,IR 40Khz Integrated Receiver Siemen,OTS,951,951,145.97,149.10,2023-08-29,2023-09-02,2023-09-03,951,48,PACKAGING,138817.47,-2976.63,4,0,5.05,0.00
PO-11719-L02,PO-11719,2023-07-26,CLOSED,Daniel Kim,Egestas Engineering,Egestas Engineering,Grey County,ON,50-0089,"Screw, M2 x 5, ST, PH, Torx",OTS,101,101,29.40,29.70,2023-09-05,2023-09-14,2023-09-15,101,0,,2969.40,-30.30,9,0,0.00,0.00
PO-11719-L03,PO-11719,2023-07-26,CLOSED,Daniel Kim,Egestas Engineering,Egestas Engineering,Grey County,ON,30-0085,Packaging,MTS,202,202,82.88,82.80,2023-08-12,2023-08-10,2023-08-11,202,0,,16741.76,16.16,-2,1,0.00,0.00
PO-12719-L01,PO-12719,2023-07-26,CLOSED,Daniel Kim,Microchips Corp.,Microchips Corp.,,,40-0051,470 ohm Resistor,OTS,862,862,69.59,65.10,2023-09-06,2023-09-18,2023-09-19,862,18,PACKAGING,59986.58,3870.38,12,0,2.09,0.00
PO-12719-L02,PO-12719,2023-07-26,CLOSED,Daniel Kim,Microchips Corp.,Microchips Corp.,,,40-0058,47 ohm Resistor,OTS,963,963,136.99,144.20,2023-08-13,2023-08-14,2023-08-15,963,0,,131921.37,-6943.23,1,0,0.00,0.00
PO-12719-L03,PO-12719,2023-07-26,CLOSED,Daniel Kim,Microchips Corp.,Microchips Corp.,,,40-0067,2M Resistor,OTS,113,113,23.83,24.80,2023-08-20,2023-08-26,2023-08-27,113,0,,2692.79,-109.61,6,0,0.00,0.00
PO-10072-L01,PO-10072,2023-07-27,CLOSED,Jordan Lee,Hendrerit Electronics,Hendrerit Electronics,,,20-0002,GPS Car Navigation Unit - Model 3,MTS,876,876,26.88,26.30,2023-08-26,2023-09-10,2023-09-11,876,0,,23546.88,508.08,15,0,0.00,0.00
PO-10072-L02,PO-10072,2023-07-27,CLOSED,Jordan Lee,Hendrerit Electronics,Hendrerit Electronics,,,40-0011,LCD,OTS,977,977,108.88,105.40,2023-09-02,2023-09-22,2023-09-23,977,0,,106375.76,3399.96,20,0,0.00,0.00
PO-10072-L03,PO-10072,2023-07-27,CLOSED,Jordan Lee,Hendrerit Electronics,Hendrerit Electronics,,,40-0044,"1.0uF Ceramic Capacitor, 1206",OTS,127,127,192.62,184.50,2023-09-09,2023-09-18,2023-09-19,127,0,,24462.74,1031.24,9,0,0.00,0.00
PO-11072-L01,PO-11072,2023-07-27,CLOSED,Jordan Lee,Tempor Milling,Tempor Milling,,,40-0061,N-Chn Enhan-Md MOSFET,OTS,787,787,163.80,166.80,2023-09-03,2023-09-10,2023-09-11,787,0,,128910.60,-2361.00,7,0,0.00,0.00
PO-11072-L02,PO-11072,2023-07-27,CLOSED,Jordan Lee,Tempor Milling,Tempor Milling,,,40-0069,HE 2 Channel solid state relay (B form),OTS,888,888,47.07,47.40,2023-08-10,2023-08-22,2023-08-23,888,0,,41798.16,-293.04,12,0,0.00,0.00
PO-11072-L03,PO-11072,2023-07-27,CLOSED,Jordan Lee,Tempor Milling,Tempor Milling,,,40-0076,Red/Green SM LED,OTS,989,989,127.01,126.50,2023-08-17,2023-09-03,2023-09-04,989,0,,125612.89,504.39,17,0,0.00,0.00
PO-12072-L01,PO-12072,2023-07-27,CLOSED,Jordan Lee,Fringilla Electronics,Fringilla Electronics,,,30-0085,Packaging,MTS,698,698,78.00,82.80,2023-08-11,2023-08-18,2023-08-19,698,0,,54444.00,-3350.40,7,0,0.00,0.00
PO-12072-L02,PO-12072,2023-07-27,CLOSED,Jordan Lee,Fringilla Electronics,Fringilla Electronics,,,40-0042,10k Resistor,OTS,799,799,154.29,161.90,2023-08-18,2023-08-30,2023-08-31,799,0,,123277.71,-6080.39,12,0,0.00,0.00
PO-12072-L03,PO-12072,2023-07-27,CLOSED,Jordan Lee,Fringilla Electronics,Fringilla Electronics,,,40-0049,500mW NPN Transistor,OTS,900,900,40.97,42.50,2023-08-25,2023-08-26,2023-08-27,900,0,,36873.00,-1377.00,1,0,0.00,0.00
PO-10425-L01,PO-10425,2023-07-28,CLOSED,Sofia Martinez,Luctus Aliquet,Luctus Aliquet,,,40-0044,"1.0uF Ceramic Capacitor, 1206",OTS,623,623,181.73,184.50,2023-09-08,2023-09-18,2023-09-19,623,0,,113217.79,-1725.71,10,0,0.00,0.00
PO-10425-L02,PO-10425,2023-07-28,CLOSED,Sofia Martinez,Luctus Aliquet,Luctus Aliquet,,,40-0051,470 ohm Resistor,OTS,724,724,64.84,65.10,2023-08-15,2023-08-14,2023-08-15,724,0,,46944.16,-188.24,-1,1,0.00,0.00
PO-10425-L03,PO-10425,2023-07-28,CLOSED,Sofia Martinez,Luctus Aliquet,Luctus Aliquet,,,40-0058,47 ohm Resistor,OTS,825,825,145.21,144.20,2023-08-22,2023-08-26,2023-08-27,825,9,COSMETIC,119798.25,833.25,4,0,1.09,0.00
PO-11425-L01,PO-11425,2023-07-28,CLOSED,Sofia Martinez,Arcu Packaging,Arcu Packaging,Racine,WI,40-0076,Red/Green SM LED,OTS,534,534,119.54,126.50,2023-08-16,2023-08-18,2023-08-19,534,0,,63834.36,-3716.64,2,0,0.00,0.00
PO-11425-L02,PO-11425,2023-07-28,CLOSED,Sofia Martinez,Arcu Packaging,Arcu Packaging,Racine,WI,50-0087,GPS Model 3 US Boxed Product Label,MTS,635,635,196.55,205.60,2023-08-23,2023-08-30,2023-08-31,635,0,,124809.25,-5746.75,7,0,0.00,0.00
PO-11425-L03,PO-11425,2023-07-28,CLOSED,Sofia Martinez,Arcu Packaging,Arcu Packaging,Racine,WI,20-0005,Package Documentation,OTS,736,736,58.21,60.20,2023-08-30,2023-09-11,2023-09-12,736,8,COSMETIC,42842.56,-1464.64,12,0,1.09,0.00
PO-12425-L01,PO-12425,2023-07-28,CLOSED,Sofia Martinez,Lectus Labeling,Lectus Labeling,,,40-0049,500mW NPN Transistor,OTS,445,445,43.99,42.50,2023-08-24,2023-09-03,2023-09-04,445,0,,19575.55,663.05,10,0,0.00,0.00
PO-12425-L02,PO-12425,2023-07-28,CLOSED,Sofia Martinez,Lectus Labeling,Lectus Labeling,,,40-0056,1M Resistor,OTS,546,546,127.19,121.60,2023-08-31,2023-08-30,2023-08-31,546,0,,69445.74,3052.14,-1,1,0.00,0.00
PO-12425-L03,PO-12425,2023-07-28,CLOSED,Sofia Martinez,Lectus Labeling,Lectus Labeling,,,40-0064,Speaker w/drive circuit 3-15volts,OTS,647,647,212.14,200.70,2023-09-07,2023-09-11,2023-09-12,647,7,COSMETIC,137254.58,7401.68,4,0,1.08,0.00
PO-10778-L01,PO-10778,2023-07-29,CLOSED,Priya Shah,Non Enim Electronics,Non Enim Electronics,,,40-0058,47 ohm Resistor,OTS,370,370,136.70,144.20,2023-08-21,2023-08-18,2023-08-19,370,19,COSMETIC,50579.00,-2775.00,-3,1,5.14,0.00
PO-10778-L02,PO-10778,2023-07-29,CLOSED,Priya Shah,Non Enim Electronics,Non Enim Electronics,,,40-0067,2M Resistor,OTS,471,471,23.78,24.80,2023-08-28,2023-08-30,2023-08-31,471,24,PACKAGING,11200.38,-480.42,2,0,5.10,0.00
PO-10778-L03,PO-10778,2023-07-29,CLOSED,Priya Shah,Non Enim Electronics,Non Enim Electronics,,,40-0074,"Miniature Pushbutton Switch, Right Angle",OTS,572,543,100.78,103.90,2023-09-04,2023-09-11,2023-09-12,543,0,,57646.16,-1784.64,7,0,0.00,0.00
PO-11778-L01,PO-11778,2023-07-29,CLOSED,Priya Shah,Eleifend,Eleifend,,,20-0005,Package Documentation,OTS,281,281,62.49,60.20,2023-08-29,2023-09-03,2023-09-04,281,6,COSMETIC,17559.69,643.49,5,0,2.14,0.00
PO-11778-L02,PO-11778,2023-07-29,CLOSED,Priya Shah,Eleifend,Eleifend,,,40-0039,USB Connector,OTS,382,382,146.13,139.30,2023-09-05,2023-09-15,2023-09-16,382,12,PACKAGING,55821.66,2609.06,10,0,3.14,0.00
PO-11778-L03,PO-11778,2023-07-29,CLOSED,Priya Shah,Eleifend,Eleifend,,,40-0047,51k Resistor,OTS,483,483,21.09,19.90,2023-08-12,2023-08-11,2023-08-12,483,0,,10186.47,574.77,-1,1,0.00,0.00
PO-12778-L01,PO-12778,2023-07-29,CLOSED,Priya Shah,Nam LLC,Nam LLC,,,40-0064,Speaker w/drive circuit 3-15volts,OTS,192,192,200.30,200.70,2023-09-06,2023-09-03,2023-09-04,192,4,COSMETIC,38457.60,-76.80,-3,1,2.08,0.00
PO-12778-L02,PO-12778,2023-07-29,CLOSED,Priya Shah,Nam LLC,Nam LLC,,,40-0072,2.7k Resistor,OTS,293,293,82.03,81.30,2023-08-13,2023-08-15,2023-08-16,293,9,PACKAGING,24034.79,213.89,2,0,3.07,0.00
PO-12778-L03,PO-12778,2023-07-29,CLOSED,Priya Shah,Nam LLC,Nam LLC,,,50-0010,"Screw, M3 x 6, ST, PH, Torx",OTS,394,394,163.61,160.40,2023-08-20,2023-08-27,2023-08-28,394,0,,64462.34,1264.74,7,0,0.00,0.00
PO-10131-L01,PO-10131,2023-07-30,OPEN,Alex Morgan,Imperdiet Electronics,Imperdiet Electronics,,,40-0042,10k Resistor,OTS,206,0,153.97,161.90,2023-08-26,,,0,0,,31717.82,-1633.58,,,0.00,31717.82
PO-10131-L02,PO-10131,2023-07-30,OPEN,Alex Morgan,Imperdiet Electronics,Imperdiet Electronics,,,40-0049,500mW NPN Transistor,OTS,307,0,40.89,42.50,2023-09-02,,,0,0,,12553.23,-494.27,,,0.00,12553.23
PO-10131-L03,PO-10131,2023-07-30,OPEN,Alex Morgan,Imperdiet Electronics,Imperdiet Electronics,,,40-0056,1M Resistor,OTS,408,0,118.32,121.60,2023-09-09,,,0,0,,48274.56,-1338.24,,,0.00,48274.56
PO-11131-L01,PO-11131,2023-07-30,OPEN,Alex Morgan,Vulputate Foundation,Vulputate Foundation,,,40-0074,"Miniature Pushbutton Switch, Right Angle",OTS,117,0,108.16,103.90,2023-09-03,,,0,0,,12654.72,498.42,,,0.00,12654.72
PO-11131-L02,PO-11131,2023-07-30,OPEN,Alex Morgan,Vulputate Foundation,Vulputate Foundation,,,50-0016,"GPS, Rear Panel",MTS,218,0,192.52,183.00,2023-09-10,,,0,0,,41969.36,2075.36,,,0.00,41969.36
PO-11131-L03,PO-11131,2023-07-30,OPEN,Alex Morgan,Vulputate Foundation,Vulputate Foundation,,,20-0003,"GPS, Front Bezel Assembly",OTS,319,0,39.97,37.60,2023-08-17,,,0,0,,12750.43,756.03,,,0.00,12750.43
PO-12131-L01,PO-12131,2023-07-30,OPEN,Alex Morgan,Hendrerit Electronics,Hendrerit Electronics,,,40-0047,51k Resistor,OTS,979,0,19.92,19.90,2023-09-11,,,0,0,,19501.68,19.58,,,0.00,19501.68
PO-12131-L02,PO-12131,2023-07-30,OPEN,Alex Morgan,Hendrerit Electronics,Hendrerit Electronics,,,40-0054,Voltage Detector CMOS 4.3V SOT23,OTS,129,0,100.19,99.00,2023-08-18,,,0,0,,12924.51,153.51,,,0.00,12924.51
PO-12131-L03,PO-12131,2023-07-30,OPEN,Alex Morgan,Hendrerit Electronics,Hendrerit Electronics,,,40-0062,3k Resistor,OTS,230,0,182.20,178.10,2023-08-25,,,0,0,,41906.00,943.00,,,0.00,41906.00
PO-10484-L01,PO-10484,2023-07-31,CLOSED,Daniel Kim,Malesuada Limited,Malesuada Limited,,,40-0056,1M Resistor,OTS,904,904,126.95,121.60,2023-09-08,2023-09-19,2023-09-20,904,0,,114762.80,4836.40,11,0,0.00,0.00
PO-10484-L02,PO-10484,2023-07-31,CLOSED,Daniel Kim,Malesuada Limited,Malesuada Limited,,,40-0064,Speaker w/drive circuit 3-15volts,OTS,54,54,211.74,200.70,2023-08-15,2023-08-15,2023-08-16,54,0,,11433.96,596.16,0,1,0.00,0.00
PO-10484-L03,PO-10484,2023-07-31,CLOSED,Daniel Kim,Malesuada Limited,Malesuada Limited,,,40-0072,2.7k Resistor,OTS,155,155,86.67,81.30,2023-08-22,2023-08-27,2023-08-28,155,0,,13433.85,832.35,5,0,0.00,0.00
PO-11484-L01,PO-11484,2023-07-31,CLOSED,Daniel Kim,At Auctor Co,At Auctor Co,,,20-0003,"GPS, Front Bezel Assembly",OTS,815,815,37.75,37.60,2023-08-16,2023-08-19,2023-08-20,815,0,,30766.25,122.25,3,0,0.00,0.00
